"Sample_Name","rail_id","external_id","sra_sample_acc_x","sra_experiment_acc","sra_experiment_title","sra_sample_attributes","sra_experiment_attributes","sra_sample_name","sra_sample_title","sra_sample_bases","sra_sample_spots","sra_run_published","sra_size","sra_run_total_bases","sra_run_total_spots","sra_num_spots","sra_read_info","sra_run_alias","recount_qc_aligned_readspercent_chrm","recount_qc_aligned_readspercent_chrx","recount_qc_aligned_readspercent_chry","recount_qc_bc_auc_all_reads_all_bases","recount_qc_bc_auc_all_reads_annotated_bases","recount_qc_bc_auc_unique_reads_all_bases","recount_qc_bc_auc_unique_reads_annotated_bases","recount_qc_bc_auc_all_percent","recount_qc_bc_auc_unique_percent","recount_qc_bc_frag_count","recount_qc_bc_frag_kallisto_count","recount_qc_bc_frag_kallisto_mean_length","recount_qc_bc_frag_mean_length","recount_qc_bc_frag_mode_length","recount_qc_bc_frag_mode_length_count","recount_qc_exon_fc_all_percent","recount_qc_exon_fc_unique_percent","recount_qc_exon_fc_count_all_total","recount_qc_exon_fc_count_all_assigned","recount_qc_exon_fc_count_unique_total","recount_qc_exon_fc_count_unique_assigned","recount_qc_gene_fc_all_percent","recount_qc_gene_fc_unique_percent","recount_qc_gene_fc_count_all_total","recount_qc_gene_fc_count_all_assigned","recount_qc_gene_fc_count_unique_total","recount_qc_gene_fc_count_unique_assigned","recount_qc_intron_sum","recount_qc_iintron_sum_percent","recount_qc_star_percent_of_chimeric_reads","recount_qc_star_percent_of_reads_mapped_to_multiple_loci","recount_qc_star_percent_of_reads_mapped_to_too_many_loci","recount_qc_star_percent_of_reads_unmapped_other","recount_qc_star_percent_of_reads_unmapped_too_short","recount_qc_star_all_mapped_reads","recount_qc_star_average_input_read_length","recount_qc_star_average_mapped_length","recount_qc_star_deletion_average_length","recount_qc_star_deletion_rate_per_base","recount_qc_star_insertion_average_length","recount_qc_star_mapping_speed_million_of_reads_per_hour","recount_qc_star_mismatch_rate_per_base_percent","recount_qc_star_number_of_chimeric_reads","recount_qc_star_number_of_input_reads","recount_qc_star_number_of_reads_mapped_to_multiple_loci","recount_qc_star_number_of_reads_mapped_to_too_many_loci","recount_qc_star_number_of_reads_unmapped_other","recount_qc_star_number_of_reads_unmapped_too_short","recount_qc_star_number_of_splices_at_ac","recount_qc_star_number_of_splices_gc_ag","recount_qc_star_number_of_splices_gt_ag","recount_qc_star_number_of_splices_non_canonical","recount_qc_star_number_of_splices_total","recount_qc_star_uniquely_mapped_reads_percent","recount_qc_star_uniquely_mapped_reads_number","recount_qc_junction_count","recount_qc_junction_coverage","recount_qc_junction_avg_coverage","recount_qc_star_number_of_input_reads_both","recount_qc_star_all_mapped_reads_both","recount_qc_star_number_of_chimeric_reads_both","recount_qc_star_number_of_reads_mapped_to_multiple_loci_both","recount_qc_star_number_of_reads_mapped_to_too_many_loci_both","recount_qc_star_number_of_reads_unmapped_other_both","recount_qc_star_number_of_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_number_both","recount_qc_star_percent_mapped_reads_both","recount_qc_star_percent_chimeric_reads_both","recount_qc_star_percent_reads_mapped_to_multiple_loci_both","recount_qc_star_percent_reads_mapped_to_too_many_loci_both","recount_qc_star_percent_reads_unmapped_other_both","recount_qc_star_percent_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_percent_both","recount_seq_qc_avg_len","recount_seq_qc_bases","recount_seq_qc_percenta","recount_seq_qc_percentc","recount_seq_qc_percentg","recount_seq_qc_percentt","recount_seq_qc_percentn","recount_seq_qc_avgq","recount_seq_qc_errq","recount_pred_sample_acc_y","recount_pred_pred_type","BigWigURL","age","cell.type","cx3cr1.genotype","Sex","source_name","treatment","group"
"SRR9139114",3678877,"SRR9139114","SRS4831220","SRX5912333","GSM3823749_ 2yr_WT_3F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823749","GSM3823749","2yr_WT_3F",1910998645,19720881,"2019_11_28 20_26_11",716249924,1910998645,19720881,19720881,"index_0_count_19720881_average_48_45_stdev_3_28_index_1_count_19720881_average_48_45_stdev_3_27","GSM3823749_r1",0.33,2.71,0.11,1574790326,1576319819,1515800986,1525112666,100.1,100.61,19034571,16868561,146.259,906.367,38,147945,81.62,85.02,20505712,15535728,20505712,15535728,80.63,81.22,20505712,15347628,20505712,14841890,226871053,14.41,1.2,3.86,0.47,0.31,2.7,19034571,96,96.03,1.19,0,1.09,467.07,0.12,237261,19720881,761583,91922,61635,532753,1488,13983,2880157,7880,2903508,92.66,18272988,119907,2695278,22.478070504641,19720881,19034571,237261,761583,91922,61635,532753,18272988,96.5,1.2,3.9,0.5,0.3,2.7,92.7,48.45,955496545,25.3,23.9,25,25.6,0.1,35.8,28,"SRS4831220","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_14_sra_base_sums_SRP199678_SRR9139114_ALL_bw","2 years","Microglia","WT","female","Microglia","None/naïve","grp3"
"SRR9139115",3678910,"SRR9139115","SRS4831221","SRX5912334","GSM3823750_ 2yr_WT_4M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823750","GSM3823750","2yr_WT_4M",1946791593,20107699,"2019_11_28 20_26_11",730300931,1946791593,20107699,20107699,"index_0_count_20107699_average_48_41_stdev_3_33_index_1_count_20107699_average_48_41_stdev_3_32","GSM3823750_r1",0.61,2.65,0.1,1594683360,1598672729,1526254931,1538934800,100.25,100.83,19385564,17124512,145.061,892.61,38,156010,84.98,89.07,21101696,16473066,21101696,16473066,84.33,85.12,21101696,16347559,21101696,15742547,167793832,10.52,1.28,4.43,0.49,0.27,2.83,19385564,96,95.89,1.22,0,1.09,449.61,0.12,258366,20107699,890944,98509,53678,569948,1671,14576,3085453,9829,3111529,91.98,18494620,121595,2879475,23.680866811958,20107699,19385564,258366,890944,98509,53678,569948,18494620,96.4,1.3,4.4,0.5,0.3,2.8,92,48.41,973360886,25.2,24.3,25.1,25.4,0.1,35.6,27.1,"SRS4831221","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_15_sra_base_sums_SRP199678_SRR9139115_ALL_bw","2 years","Microglia","WT","male","Microglia","None/naïve","grp32"
"SRR9139116",3678941,"SRR9139116","SRS4831222","SRX5912335","GSM3823751_ 2yr_WT_5F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823751","GSM3823751","2yr_WT_5F",1896655924,19582557,"2019_11_28 20_26_11",715954915,1896655924,19582557,19582557,"index_0_count_19582557_average_48_43_stdev_3_31_index_1_count_19582557_average_48_43_stdev_3_30","GSM3823751_r1",0.39,2.67,0.09,1560642752,1564405718,1500810772,1512279330,100.24,100.76,18912902,16737723,146.11,899.196,39,149818,83,86.55,20399078,15696769,20399078,15696769,81.97,82.6,20399078,15502208,20399078,14981687,201672755,12.92,1.22,3.96,0.49,0.29,2.64,18912902,96,95.97,1.2,0,1.1,697.99,0.12,239125,19582557,775833,95975,56636,517044,1414,13825,2921408,7526,2944173,92.62,18137069,118880,2728854,22.954693808883,19582557,18912902,239125,775833,95975,56636,517044,18137069,96.6,1.2,4,0.5,0.3,2.6,92.6,48.43,948312273,25.3,24.1,25,25.4,0.1,35.6,27.1,"SRS4831222","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_16_sra_base_sums_SRP199678_SRR9139116_ALL_bw","2 years","Microglia","WT","female","Microglia","None/naïve","grp3"
"SRR9139117",3678974,"SRR9139117","SRS4831223","SRX5912336","GSM3823752_ 2yr_WT_6F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823752","GSM3823752","2yr_WT_6F",1752150467,18077234,"2019_11_28 20_26_11",648945695,1752150467,18077234,18077234,"index_0_count_18077234_average_48_46_stdev_3_26_index_1_count_18077234_average_48_46_stdev_3_25","GSM3823752_r1",0.39,2.78,0.1,1445928092,1450165358,1388339020,1400168187,100.29,100.85,17450158,15366770,148.048,919.073,38,134208,83.89,87.61,18912885,14638502,18912885,14638502,82.91,83.62,18912885,14467490,18912885,13971202,174155135,12.04,1.23,4.11,0.52,0.27,2.68,17450158,96,96.02,1.18,0,1.09,657.35,0.12,222020,18077234,742117,94304,49155,483617,1376,13283,2765637,7210,2787506,92.43,16708041,117805,2590497,21.989703323288,18077234,17450158,222020,742117,94304,49155,483617,16708041,96.5,1.2,4.1,0.5,0.3,2.7,92.4,48.46,876050988,25.2,24.2,25,25.5,0.1,35.9,28.3,"SRS4831223","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_17_sra_base_sums_SRP199678_SRR9139117_ALL_bw","2 years","Microglia","WT","female","Microglia","None/naïve","grp3"
"SRR9139118",3679005,"SRR9139118","SRS4831224","SRX5912337","GSM3823753_ 2yr_WT_7F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823753","GSM3823753","2yr_WT_7F",1680827786,17340488,"2019_11_28 20_26_11",626866048,1680827786,17340488,17340488,"index_0_count_17340488_average_48_46_stdev_3_26_index_1_count_17340488_average_48_47_stdev_3_25","GSM3823753_r1",0.39,2.67,0.12,1385388770,1382212137,1332062631,1336292473,99.77,100.32,16709425,14907860,146.412,881.21,39,129142,77.72,81.05,18068024,12985977,18068024,12985977,76.76,77.31,18068024,12826738,18068024,12386678,251040040,18.12,1.21,3.96,0.5,0.38,2.76,16709425,96,96.08,1.21,0,1.1,472.92,0.12,209833,17340488,686864,87480,65464,478119,1156,11546,2365047,6669,2384418,92.4,16022561,115317,2218821,19.241057259554,17340488,16709425,209833,686864,87480,65464,478119,16022561,96.4,1.2,4,0.5,0.4,2.8,92.4,48.46,840391022,25.4,23.9,24.8,25.8,0.1,35.8,27.9,"SRS4831224","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_18_sra_base_sums_SRP199678_SRR9139118_ALL_bw","2 years","Microglia","WT","female","Microglia","None/naïve","grp3"
"SRR9139119",3679036,"SRR9139119","SRS4831225","SRX5912338","GSM3823754_ 2yr_WT_8F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823754","GSM3823754","2yr_WT_8F",1878297135,19379696,"2019_11_28 20_26_11",701544550,1878297135,19379696,19379696,"index_0_count_19379696_average_48_46_stdev_3_27_index_1_count_19379696_average_48_46_stdev_3_26","GSM3823754_r1",0.41,2.71,0.07,1546223363,1548389363,1486867432,1496501513,100.14,100.65,18670461,16586672,146.554,894.141,38,144662,80.57,84.02,20137481,15043342,20137481,15043342,79.75,80.3,20137481,14889993,20137481,14377347,238167882,15.4,1.26,3.95,0.45,0.31,2.9,18670461,96,96.03,1.23,0.01,1.08,536.67,0.12,244282,19379696,765507,87053,59869,562313,1297,13113,2709336,9943,2733689,92.39,17904954,115503,2540158,21.992138732327,19379696,18670461,244282,765507,87053,59869,562313,17904954,96.3,1.3,4,0.4,0.3,2.9,92.4,48.46,939115995,25.4,23.9,24.7,25.8,0.1,35.8,28,"SRS4831225","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_19_sra_base_sums_SRP199678_SRR9139119_ALL_bw","2 years","Microglia","WT","female","Microglia","None/naïve","grp3"
"SRR9139120",3679260,"SRR9139120","SRS4831226","SRX5912339","GSM3823755_ 2yr_WT_9M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823755","GSM3823755","2yr_WT_9M",1689906621,17439361,"2019_11_28 20_26_11",625920306,1689906621,17439361,17439361,"index_0_count_17439361_average_48_45_stdev_3_27_index_1_count_17439361_average_48_45_stdev_3_27","GSM3823755_r1",0.5,2.51,0.07,1390881132,1392148954,1336865058,1345173536,100.09,100.62,16825851,14916712,146.091,899.865,39,131633,81.27,84.8,18163401,13673837,18163401,13673837,80.35,80.96,18163401,13520149,18163401,13055271,203174953,14.61,1.23,4.02,0.46,0.32,2.74,16825851,96,96.02,1.24,0,1.11,475.62,0.12,214473,17439361,700501,80536,55259,477715,1315,11879,2541921,7375,2562490,92.47,16125350,115881,2376119,20.504819599417,17439361,16825851,214473,700501,80536,55259,477715,16125350,96.5,1.2,4,0.5,0.3,2.7,92.5,48.45,844919384,25.2,24.1,25,25.6,0.1,35.9,28.4,"SRS4831226","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_20_sra_base_sums_SRP199678_SRR9139120_ALL_bw","2 years","Microglia","WT","male","Microglia","None/naïve","grp32"
"SRR9139121",3679289,"SRR9139121","SRS4831227","SRX5912340","GSM3823756_ 2yr_WT_10M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823756","GSM3823756","2yr_WT_10M",1970458107,20347211,"2019_11_28 20_26_11",731774896,1970458107,20347211,20347211,"index_0_count_20347211_average_48_42_stdev_3_32_index_1_count_20347211_average_48_42_stdev_3_31","GSM3823756_r1",0.43,2.55,0.14,1613047221,1613674391,1550171969,1559381738,100.04,100.59,19601421,17496760,143.133,864.903,38,158558,80.62,84.12,21207278,15802309,21207278,15802309,79.82,80.45,21207278,15646040,21207278,15112173,247085147,15.32,1.22,4.01,0.53,0.33,2.81,19601421,96,95.97,1.2,0,1.08,659.91,0.11,248826,20347211,816420,108418,66391,570981,1458,13774,2864353,9706,2889291,92.32,18785001,119131,2674733,22.452031796929,20347211,19601421,248826,816420,108418,66391,570981,18785001,96.3,1.2,4,0.5,0.3,2.8,92.3,48.42,985193731,25.4,23.9,24.9,25.7,0.1,35.9,28.1,"SRS4831227","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_21_sra_base_sums_SRP199678_SRR9139121_ALL_bw","2 years","Microglia","WT","male","Microglia","None/naïve","grp32"
"SRR9139122",3679320,"SRR9139122","SRS4831228","SRX5912341","GSM3823757_ 2yr_Het_1M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823757","GSM3823757","2yr_Het_1M",1919574602,19783560,"2019_11_28 20_26_11",719642263,1919574602,19783560,19783560,"index_0_count_19783560_average_48_51_stdev_3_19_index_1_count_19783560_average_48_51_stdev_3_18","GSM3823757_r1",0.43,2.57,0.1,1589978169,1591882543,1528049603,1538552475,100.12,100.69,19062770,16709215,150.828,962.429,38,139059,83.66,87.28,20609871,15947181,20609871,15947181,82.69,83.41,20609871,15763720,20609871,15240132,194644976,12.24,1.22,4,0.52,0.26,2.86,19062770,97,96.13,1.22,0,1.12,671.89,0.12,240423,19783560,792235,102139,51873,566778,1524,14310,3015512,7447,3038793,92.35,18270535,121092,2833675,23.401009150068,19783560,19062770,240423,792235,102139,51873,566778,18270535,96.4,1.2,4,0.5,0.3,2.9,92.4,48.51,959776916,25.2,24.1,25.1,25.5,0.1,35.8,28.1,"SRS4831228","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_22_sra_base_sums_SRP199678_SRR9139122_ALL_bw","2 years","Microglia","Het","male","Microglia","None/naïve","grp23"
"SRR9139123",3679352,"SRR9139123","SRS4831229","SRX5912342","GSM3823758_ 2yr_Het_2F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823758","GSM3823758","2yr_Het_2F",1870996052,19297319,"2019_11_28 20_26_12",701682937,1870996052,19297319,19297319,"index_0_count_19297319_average_48_48_stdev_3_24_index_1_count_19297319_average_48_48_stdev_3_23","GSM3823758_r1",0.4,2.73,0.14,1546485900,1549106972,1487594741,1498101995,100.17,100.71,18611865,16386294,149.13,933.144,38,140910,82.69,86.19,20082841,15390428,20082841,15390428,81.64,82.29,20082841,15194373,20082841,14693661,206567878,13.36,1.19,3.92,0.49,0.29,2.77,18611865,96,96.07,1.2,0,1.09,352.64,0.12,230010,19297319,756237,94077,56483,534894,1382,13986,2892596,6778,2914742,92.53,17855628,119809,2713016,22.644509177107,19297319,18611865,230010,756237,94077,56483,534894,17855628,96.4,1.2,3.9,0.5,0.3,2.8,92.5,48.48,935463194,25.3,24.1,24.9,25.5,0.1,35.6,27.2,"SRS4831229","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_23_sra_base_sums_SRP199678_SRR9139123_ALL_bw","2 years","Microglia","Het","female","Microglia","None/naïve","grp22"
"SRR9139124",3679386,"SRR9139124","SRS4831230","SRX5912343","GSM3823759_ 2yr_Het_3M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823759","GSM3823759","2yr_Het_3M",1953935325,20167126,"2019_11_28 20_26_12",737199593,1953935325,20167126,20167126,"index_0_count_20167126_average_48_44_stdev_3_29_index_1_count_20167126_average_48_44_stdev_3_28","GSM3823759_r1",0.42,2.55,0.07,1607931064,1612364192,1547108005,1559353828,100.28,100.79,19442821,17141608,146.939,917.735,38,151964,83.7,87.24,20937988,16274015,20937988,16274015,82.59,83.23,20937988,16057614,20937988,15526681,197801767,12.3,1.22,3.91,0.49,0.29,2.81,19442821,96,95.99,1.22,0,1.11,797.82,0.12,245801,20167126,788216,98211,59076,567018,1471,14583,3065292,7928,3089274,92.5,18654605,121023,2865053,23.67362402188,20167126,19442821,245801,788216,98211,59076,567018,18654605,96.4,1.2,3.9,0.5,0.3,2.8,92.5,48.44,976953680,25.3,24.1,25.1,25.4,0.1,35.6,27.2,"SRS4831230","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_24_sra_base_sums_SRP199678_SRR9139124_ALL_bw","2 years","Microglia","Het","male","Microglia","None/naïve","grp23"
"SRR9139125",3679421,"SRR9139125","SRS4831231","SRX5912344","GSM3823760_ 2yr_Het_4M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823760","GSM3823760","2yr_Het_4M",1750092449,18062534,"2019_11_28 20_26_12",648751002,1750092449,18062534,18062534,"index_0_count_18062534_average_48_44_stdev_3_29_index_1_count_18062534_average_48_45_stdev_3_28","GSM3823760_r1",0.46,2.57,0.12,1433939775,1433951812,1376662677,1384578716,100,100.58,17348410,15349739,146.579,910.141,39,136024,82.43,86.11,18810205,14299835,18810205,14299835,81.62,82.33,18810205,14159305,18810205,13672799,190348030,13.27,1.31,4.11,0.5,0.32,3.13,17348410,96,95.97,1.21,0,1.1,607.71,0.12,235734,18062534,742022,90461,57659,566004,1318,12672,2654033,7546,2675569,91.94,16606388,117314,2482575,21.161796546022,18062534,17348410,235734,742022,90461,57659,566004,16606388,96,1.3,4.1,0.5,0.3,3.1,91.9,48.44,875017999,25.2,24.1,25,25.6,0.1,35.9,28.3,"SRS4831231","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_25_sra_base_sums_SRP199678_SRR9139125_ALL_bw","2 years","Microglia","Het","male","Microglia","None/naïve","grp23"
"SRR9139126",3679453,"SRR9139126","SRS4831232","SRX5912345","GSM3823761_ 2yr_Het_5M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823761","GSM3823761","2yr_Het_5M",1713579800,17678455,"2019_11_28 20_26_12",639763565,1713579800,17678455,17678455,"index_0_count_17678455_average_48_46_stdev_3_25_index_1_count_17678455_average_48_47_stdev_3_25","GSM3823761_r1",0.48,2.59,0.09,1412652140,1417076482,1357362030,1368878412,100.31,100.85,17043702,15000859,147.848,921.384,39,129927,84.84,88.54,18409692,14459345,18409692,14459345,83.86,84.57,18409692,14293572,18409692,13810992,156072120,11.05,1.21,4.03,0.48,0.26,2.84,17043702,96,96.02,1.2,0,1.09,418.7,0.12,214063,17678455,713145,85462,46831,502460,1298,12887,2730951,7230,2752366,92.38,16330557,117669,2556752,21.728339664653,17678455,17043702,214063,713145,85462,46831,502460,16330557,96.4,1.2,4,0.5,0.3,2.8,92.4,48.46,856762060,25.1,24.2,25.1,25.4,0.1,35.8,27.9,"SRS4831232","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_26_sra_base_sums_SRP199678_SRR9139126_ALL_bw","2 years","Microglia","Het","male","Microglia","None/naïve","grp23"
"SRR9139127",3679484,"SRR9139127","SRS4831233","SRX5912346","GSM3823762_ 2yr_Het_6F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823762","GSM3823762","2yr_Het_6F",1953991152,20159656,"2019_11_28 20_26_12",732769596,1953991152,20159656,20159656,"index_0_count_20159656_average_48_46_stdev_3_26_index_1_count_20159656_average_48_46_stdev_3_25","GSM3823762_r1",0.46,2.76,0.12,1610284930,1615025063,1545837202,1558870432,100.29,100.84,19426167,17072601,148.721,933.305,38,149040,84.6,88.38,21028391,16434418,21028391,16434418,83.64,84.36,21028391,16248662,21028391,15687763,181256400,11.26,1.22,4.12,0.48,0.26,2.9,19426167,96,96.02,1.2,0,1.09,334.45,0.12,246667,20159656,830252,95989,52911,584589,1507,14991,3093976,8133,3118607,92.24,18595915,120856,2897294,23.973108492752,20159656,19426167,246667,830252,95989,52911,584589,18595915,96.4,1.2,4.1,0.5,0.3,2.9,92.2,48.46,976956775,25.1,24.2,25,25.5,0.1,35.8,27.9,"SRS4831233","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_27_sra_base_sums_SRP199678_SRR9139127_ALL_bw","2 years","Microglia","Het","female","Microglia","None/naïve","grp22"
"SRR9139128",3679515,"SRR9139128","SRS4831234","SRX5912347","GSM3823763_ 2yr_Het_7F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823763","GSM3823763","2yr_Het_7F",1523167631,15727421,"2019_11_28 20_26_12",563407642,1523167631,15727421,15727421,"index_0_count_15727421_average_48_42_stdev_3_31_index_1_count_15727421_average_48_43_stdev_3_30","GSM3823763_r1",0.4,2.68,0.1,1248459576,1249518676,1200525731,1207798966,100.08,100.61,15165043,13488500,143.519,876.651,38,121794,81.7,85.2,16359332,12390572,16359332,12390572,80.72,81.32,16359332,12240977,16359332,11825425,176913988,14.17,1.17,3.96,0.48,0.32,2.78,15165043,96,95.99,1.21,0,1.1,699,0.12,183494,15727421,622617,75117,49993,437268,1145,11057,2297933,6606,2316741,92.47,14542426,112918,2141366,18.963903009263,15727421,15165043,183494,622617,75117,49993,437268,14542426,96.4,1.2,4,0.5,0.3,2.8,92.5,48.42,761556231,25.2,24.1,25,25.6,0.1,35.9,28.3,"SRS4831234","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_28_sra_base_sums_SRP199678_SRR9139128_ALL_bw","2 years","Microglia","Het","female","Microglia","None/naïve","grp22"
"SRR9139129",3679547,"SRR9139129","SRS4831235","SRX5912348","GSM3823764_ 2yr_Het_8F_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823764","GSM3823764","2yr_Het_8F",1888210353,19493535,"2019_11_28 20_26_12",700165432,1888210353,19493535,19493535,"index_0_count_19493535_average_48_43_stdev_3_30_index_1_count_19493535_average_48_43_stdev_3_29","GSM3823764_r1",0.36,2.47,0.11,1546445763,1545031044,1492205213,1498205775,99.91,100.4,18764680,16762906,143.33,860.406,38,150055,79.79,82.89,20140891,14971424,20140891,14971424,78.7,79.24,20140891,14768483,20140891,14312555,254561461,16.46,1.12,3.61,0.47,0.34,2.93,18764680,96,96.01,1.21,0,1.09,548.26,0.11,218534,19493535,703239,91734,65739,571382,1309,13338,2754173,7900,2776720,92.65,18061441,118249,2571037,21.742568647515,19493535,18764680,218534,703239,91734,65739,571382,18061441,96.3,1.1,3.6,0.5,0.3,2.9,92.7,48.43,944078428,25.4,24,24.9,25.7,0.1,35.9,28.1,"SRS4831235","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_29_sra_base_sums_SRP199678_SRR9139129_ALL_bw","2 years","Microglia","Het","female","Microglia","None/naïve","grp22"
"SRR9139130",3679771,"SRR9139130","SRS4831236","SRX5912349","GSM3823765_ 2yr_KO_1M_ Mus musculus_ RNA_Seq","age__2 years_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__None_naïve","GEO Accession__GSM3823765","GSM3823765","2yr_KO_1M",1769017214,18233801,"2019_11_28 20_26_12",663396416,1769017214,18233801,18233801,"index_0_count_18233801_average_48_51_stdev_3_19_index_1_count_18233801_average_48_51_stdev_3_19","GSM3823765_r1",0.4,2.64,0.11,1467003124,1471239798,1408154326,1419300431,100.29,100.79,17599937,15450862,151.289,922.21,38,128447,84.33,88.1,19037944,14841397,19037944,14841397,83.32,83.95,19037944,14664595,19037944,14143657,167970438,11.45,1.28,4.13,0.47,0.26,2.75,17599937,97,96.09,1.18,0,1.08,423.49,0.12,232852,18233801,753053,85364,47473,501027,1353,13518,2805990,8042,2828903,92.39,16846884,116883,2640211,22.588494477383,18233801,17599937,232852,753053,85364,47473,501027,16846884,96.5,1.3,4.1,0.5,0.3,2.7,92.4,48.51,884502937,25.2,24.1,25.2,25.5,0.1,35.8,28,"SRS4831236","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_30_sra_base_sums_SRP199678_SRR9139130_ALL_bw","2 years","Microglia","KO","male","Microglia","None/naïve","grp2"
